,beam,class,cleaned_text,class_labels
1240,it have you have you got any insurance on yourself,9,it have you have you got any insurance on yourself,other
1251,you re talking a little too fast for me i m very troubled keeping up with you what is it you want,9,you re talking a little too fast for me i m very troubled keeping up with you what is it you want,other
1269,it i don t have to see security or even of document in this country so that to you as well for me i,9,it i don t have to see security or even of document in this country so that to you as well for me i,other
1271,it oh come out for us if you like,9,it oh come out for us if you like,other
1272,ha,9,ha,other
1282,samoris,9,samoris,other
1285,why it depends the,9,why it depends the,other
1289,it hello hello,9,it hello hello,other
1290,i was mistaken,9,i was mistaken,other
1302,violently my boy my brother is dead do you into a regulated final expense insurance plan which covers a hundred percent of your cent of your burial funeral or cremation expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it no,9,violently my boy my brother is dead do you into a regulated final expense insurance plan which covers a hundred percent of your cent of your burial funeral or cremation expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it no,other
1303,of course this talk good,9,of course this talk good,other
1315,take me off your lips,9,take me off your lips,other
1328,it have a good day,9,it have a good day,other
1335,why,9,why,other
1346,getting older this call,9,getting older this call,other
1348,to what i,9,to what i,other
1363,it i ll not pay you may for years i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now right now if you like the prices in going to thank you thank you harriet what was,9,it i ll not pay you may for years i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now right now if you like the prices in going to thank you thank you harriet what was,other
1382,oh yes i said again you say it again,9,oh yes i said again you say it again,other
1409,matiere,9,matiere,other
1410,it are you bored,9,it are you bored,other
1411,are you i m dead,9,are you i m dead,other
1417,what makes you think i must see citizen i,9,what makes you think i must see citizen i,other
1419,what do you want i,9,what do you want i,other
1430,what s your name i,9,what s your name i,other
1434,be doing a lot better he gus didn t call all the time,9,be doing a lot better he gus didn t call all the time,other
1453,at three,9,at three,other
1462,it are you are you pat,9,it are you are you pat,other
1465,come to the braces one become greatly understood i do want thank you,9,come to the braces one become greatly understood i do want thank you,other
1466,you calling about,9,you calling about,other
1467,it i,9,it i,other
1476,this call is about a new state late final expense insurance plan which covers a hundred hundred percent of your burial funeral or cremation expenses would you like to learn more about it,9,this call is about a new state late final expense insurance plan which covers a hundred hundred percent of your burial funeral or cremation expenses would you like to learn more about it,other
1480,never mind,9,never mind,other
1487,more about it gee i don t know who it was elsie dear i don t know,9,more about it gee i don t know who it was elsie dear i don t know,other
1488,she died they all about a new state regulated final expense insurance plan which covers a hundred percent of your burial on then harry don t go back it is would you like to learn more about it,9,she died they all about a new state regulated final expense insurance plan which covers a hundred percent of your burial on then harry don t go back it is would you like to learn more about it,other
1492,i didn t hear what you said,9,i didn t hear what you said,other
1497,more about it i ain t buzzard control honey i completely understand that but these new fordable plans have just been approved in your state and everyone qualified for one i know when you have baser control you have to worry about that state controlled government money,9,more about it i ain t buzzard control honey i completely understand that but these new fordable plans have just been approved in your state and everyone qualified for one i know when you have baser control you have to worry about that state controlled government money,other
1498,hello this,9,hello this,other
1506,it i didn t quite understand what you said would you repeat that,9,it i didn t quite understand what you said would you repeat that,other
1525,more about it this again i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our prod product of specialists can give you as i might take one,9,more about it this again i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our prod product of specialists can give you as i might take one,other
1541,who are you looking for,9,who are you looking for,other
1553,this,9,this,other
1554,there are limitations on this i,9,there are limitations on this i,other
1566,it i think you just called me this man because i told her,9,it i think you just called me this man because i told her,other
1587,and who is this this,9,and who is this this,other
1591,i am this,9,i am this,other
1615,whose hood you say it was one,9,whose hood you say it was one,other
1620,it i ain t going to have one at that i,9,it i ain t going to have one at that i,other
1642,it no it s all right,9,it no it s all right,other
1644,i m ninety years old i say this,9,i m ninety years old i say this,other
1659,what can i help you i completely understand that but these new and portable plans have just been approved in your state and everyone qualified so our product is more in it this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specially design designed for a couple of days,9,what can i help you i completely understand that but these new and portable plans have just been approved in your state and everyone qualified so our product is more in it this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specially design designed for a couple of days,other
1660,well then what about how i m doing just tell me what you want i,9,well then what about how i m doing just tell me what you want i,other
1677,you know this call,9,you know this call,other
1683,it about right i,9,it about right i,other
1685,thank you great this,9,thank you great this,other
1688,i hear you this,9,i hear you this,other
1719,ain t buyin whatever you sell him,9,ain t buyin whatever you sell him,other
1724,i don t know i m just getting up getting out my work last night,9,i don t know i m just getting up getting out my work last night,other
1739,who s this say that again please who s this,9,who s this say that again please who s this,other
1744,old,9,old,other
1745,good well mamma foolish,9,good well mamma foolish,other
1750,it gent,9,it gent,other
1762,what do you want this,9,what do you want this,other
1769,american citizens this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically for the people but let me tell you and let me tell you my age and when i tell you how old i am i think you ll hang up i m not eligible i m nine ninety four years old would you like to learn more about it i beg your pardon,9,american citizens this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically for the people but let me tell you and let me tell you my age and when i tell you how old i am i think you ll hang up i m not eligible i m nine ninety four years old would you like to learn more about it i beg your pardon,other
1770,and to his,9,and to his,other
1774,what are you calling regarding,9,what are you calling regarding,other
1778,fourteen eight i completely understand that a few new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now if you if you like the prices you can go on otherwise no obligation on your part ok,9,fourteen eight i completely understand that a few new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now if you if you like the prices you can go on otherwise no obligation on your part ok,other
1779,it i would not take my dog and all and i don t,9,it i would not take my dog and all and i don t,other
1791,where are,9,where are,other
1804,it i think it s a little too late for me i m already almost ninety one i,9,it i think it s a little too late for me i m already almost ninety one i,other
1812,it we only have it thank you,9,it we only have it thank you,other
1814,on my way out to dover,9,on my way out to dover,other
1818,was your sticks of cord can i help you this,9,was your sticks of cord can i help you this,other
1819,i m not,9,i m not,other
1825,about,9,about,other
1843,my concert this,9,my concert this,other
1851,it i don t have a car i,9,it i don t have a car i,other
1854,it i m patsy patterson from stantons borough north carolina,9,it i m patsy patterson from stantons borough north carolina,other
1857,can note the manager nekhludoff,9,can note the manager nekhludoff,other
1866,i,9,i,other
1870,how can i help,9,how can i help,other
1874,dear kayak move called in this call is about a new state regulated final expense insurance plan you and your burial funeral or cremation expenses it is,9,dear kayak move called in this call is about a new state regulated final expense insurance plan you and your burial funeral or cremation expenses it is,other
1882,i m sorry,9,i m sorry,other
1884,it oh go your horse,9,it oh go your horse,other
1895,it and i lose you i,9,it and i lose you i,other
1900,what can i do for you i,9,what can i do for you i,other
1911,you like to learn more about the days gone by,9,you like to learn more about the days gone by,other
1920,it i m eighty four years old,9,it i m eighty four years old,other
1923,who am i talking to this,9,who am i talking to this,other
1924,what i want i,9,what i want i,other
1926,fine and that s all i need to say good bye great,9,fine and that s all i need to say good bye great,other
1942,more about it heaven abide,9,more about it heaven abide,other
1960,you know ike i can t hear you i m so sorry kid i haven t got my hero head,9,you know ike i can t hear you i m so sorry kid i haven t got my hero head,other
1964,are you to get better,9,are you to get better,other
1990,but you know them,9,but you know them,other
1997,so so for what do you need,9,so so for what do you need,other
2011,part five i can hear me yes i hear,9,part five i can hear me yes i hear,other
2030,what do you name i,9,what do you name i,other
2031,well you know how old i,9,well you know how old i,other
2032,it i m sorry you are called to mexico city,9,it i m sorry you are called to mexico city,other
2042,good thank you anyway i have a nice fat lover under,9,good thank you anyway i have a nice fat lover under,other
2069,i guess but it s all awfully funny,9,i guess but it s all awfully funny,other
2091,it of course i do,9,it of course i do,other
2095,people here,9,people here,other
2104,it in what state is this would you like to learn more about it,9,it in what state is this would you like to learn more about it,other
2119,well some one talked to me last week and they didn t hung up on me so peter,9,well some one talked to me last week and they didn t hung up on me so peter,other
2123,it does pardon i,9,it does pardon i,other
2127,about it still there,9,about it still there,other
2131,what is american senior citizens care what i call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is the hardy alone i ve already paid for it it s too late to get it now because i ve already paid for one and i ain t paid twice but i paid for one would you like to learn more about it no i d pay for it when i was in my twenties so i wouldn t have to pay for it really understood no no i already pay i don t need no more expense thank you,9,what is american senior citizens care what i call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is the hardy alone i ve already paid for it it s too late to get it now because i ve already paid for one and i ain t paid twice but i paid for one would you like to learn more about it no i d pay for it when i was in my twenties so i wouldn t have to pay for it really understood no no i already pay i don t need no more expense thank you,other
2144,suppose you got it,9,suppose you got it,other
2147,it you can mail me something i m not hittin no button to to talk to anybody i understand but it s not going to take much time i have a product specially on the lad an i m not here in the most your time to make a decision,9,it you can mail me something i m not hittin no button to to talk to anybody i understand but it s not going to take much time i have a product specially on the lad an i m not here in the most your time to make a decision,other
2164,person this,9,person this,other
2168,it i am real sick i guess i ll tell me as i m throwing out between the age of forty and eighty,9,it i am real sick i guess i ll tell me as i m throwing out between the age of forty and eighty,other
2173,who wants toknow that this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral we don t need em we don t need it can t take take up your time we don t need that i tell every day they call sometimes twice a day we don t need that that has already been taken care of we don t need it said bat i,9,who wants toknow that this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral we don t need em we don t need it can t take take up your time we don t need that i tell every day they call sometimes twice a day we don t need that that has already been taken care of we don t need it said bat i,other
2177,it does it cost me something,9,it does it cost me something,other
2192,you must be the ten person cloth and the fine and thank you for that you you must be tired to be regulated final expense insurance plan which covers a hundred per percent of your burial funeral or cremation expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it no i don t need that i say you must,9,you must be the ten person cloth and the fine and thank you for that you you must be tired to be regulated final expense insurance plan which covers a hundred per percent of your burial funeral or cremation expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it no i don t need that i say you must,other
2198,citizen this,9,citizen this,other
2206,it you otto,9,it you otto,other
2207,been better if you had gone calling me,9,been better if you had gone calling me,other
2212,ma am it s a quarter quarter to eight at night good to this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial general no we mustn t extended to that is specifically would you like to learn more about it,9,ma am it s a quarter quarter to eight at night good to this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial general no we mustn t extended to that is specifically would you like to learn more about it,other
2216,i don t know,9,i don t know,other
2221,are you looking for somebody somebody from the miller residence,9,are you looking for somebody somebody from the miller residence,other
2224,do you really care can you this,9,do you really care can you this,other
2226,wondering why you call this,9,wondering why you call this,other
2227,it say what kind of a puppy are you looking for,9,it say what kind of a puppy are you looking for,other
2244,while at that that s what i am,9,while at that that s what i am,other
2253,what,9,what,other
2271,it i m dead already i,9,it i m dead already i,other
2273,fine i don t know why you call me so great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial or cremation expense expense you must be a robust you must because you can t say gray when i said i don t know why you called me,9,fine i don t know why you call me so great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial or cremation expense expense you must be a robust you must because you can t say gray when i said i don t know why you called me,other
2282,it hello would you like to learn more about it,9,it hello would you like to learn more about it,other
2289,it it is their government or private i,9,it it is their government or private i,other
2290,you to qualify you for the plan,9,you to qualify you for the plan,other
2291,what i completely understand that but these new fordable plans have just been approved in your state and everyone qualified what,9,what i completely understand that but these new fordable plans have just been approved in your state and everyone qualified what,other
2293,it that would not be me i,9,it that would not be me i,other
2299,don t know,9,don t know,other
2309,who are you from ma am,9,who are you from ma am,other
2313,doing who what i can wait and that but these new fordable plans have just been approved in your state and everyone qualified so our product specialist can give you more information right now right now if you like the prices you can go on otherwise no obligation on your part ok,9,doing who what i can wait and that but these new fordable plans have just been approved in your state and everyone qualified so our product specialist can give you more information right now right now if you like the prices you can go on otherwise no obligation on your part ok,other
2314,in ninety no i think it again please did that scare you no,9,in ninety no i think it again please did that scare you no,other
2318,you got to do that i said peter,9,you got to do that i said peter,other
2328,it hello would you like to learn more about it hello,9,it hello would you like to learn more about it hello,other
2358,all hello sit out again,9,all hello sit out again,other
2367,oh amy you know what i need so much help i wouldn t know where to start,9,oh amy you know what i need so much help i wouldn t know where to start,other
2371,that i let it,9,that i let it,other
2373,deck good by at the till,9,deck good by at the till,other
2374,isn t that wonderful,9,isn t that wonderful,other
2378,it i am,9,it i am,other
2385,there amy,9,there amy,other
2389,i can t hear you this call is about at an sense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed i don t keep one would you like to learn more about it,9,i can t hear you this call is about at an sense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed i don t keep one would you like to learn more about it,other
2397,it on her you do back,9,it on her you do back,other
2400,it you speak so far and that were he and ed and a kick can t bother you so i don t know who you are or what s the reason for you to call me,9,it you speak so far and that were he and ed and a kick can t bother you so i don t know who you are or what s the reason for you to call me,other
2402,i m still working and i m not sixty five yet,9,i m still working and i m not sixty five yet,other
2403,strawberry sherbet,9,strawberry sherbet,other
2408,i again,9,i again,other
2416,it meeta,9,it meeta,other
2417,are you,9,are you,other
2435,does it cover ovid,9,does it cover ovid,other
2436,i m on to the beach for two hundred sixty thank you bab,9,i m on to the beach for two hundred sixty thank you bab,other
2459,learn,9,learn,other
2460,yes thank you yes great,9,yes thank you yes great,other
2463,a restin this,9,a restin this,other
2485,it was it prompt,9,it was it prompt,other
2494,is your number fifty two that s for ttodayi,9,is your number fifty two that s for ttodayi,other
2499,it than i did said money,9,it than i did said money,other
2522,it i think i hate that so thank you anyway,9,it i think i hate that so thank you anyway,other
2536,man what is it that you calling me about i,9,man what is it that you calling me about i,other
2541,tell who you fit this,9,tell who you fit this,other
2542,it never think i,9,it never think i,other
2555,do you want this called out a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically specifically designed for the people on fixed income or social security would you like to learn more about,9,do you want this called out a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically specifically designed for the people on fixed income or social security would you like to learn more about,other
2556,it hanno,9,it hanno,other
2557,it i like what,9,it i like what,other
2559,gee,9,gee,other
2570,he darts out like a man this,9,he darts out like a man this,other
2585,it it cost me anything,9,it it cost me anything,other
2588,hello corey say that again please hello clary,9,hello corey say that again please hello clary,other
2589,are you capable,9,are you capable,other
2595,i m sorry but i can t understand you answered,9,i m sorry but i can t understand you answered,other
2606,hello the call is about a new state regulated final expense insurance plan rance plan which covers a hundred percent of your burial funeral or cream,9,hello the call is about a new state regulated final expense insurance plan rance plan which covers a hundred percent of your burial funeral or cream,other
2615,what do you want i completely understand that but these new fordable plans have just been approved in your place you want it,9,what do you want i completely understand that but these new fordable plans have just been approved in your place you want it,other
2623,how do they number,9,how do they number,other
2627,you,9,you,other
2629,who you want up to mary,9,who you want up to mary,other
2634,it that s fine,9,it that s fine,other
2644,it tamara,9,it tamara,other
2645,it what state are you talking about,9,it what state are you talking about,other
2669,this call,9,this call,other
2677,there on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed designed for the people on fixed income or social security would you like to learn more about it no thank you go laughing shout i think,9,there on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed designed for the people on fixed income or social security would you like to learn more about it no thank you go laughing shout i think,other
2698,i ve had led these calls they get em every day the one is about a new state regulated final expense insurance plan which covers a hundred percent of your moral funeral or cremation expenses it is would you like to learn more about it,9,i ve had led these calls they get em every day the one is about a new state regulated final expense insurance plan which covers a hundred percent of your moral funeral or cremation expenses it is would you like to learn more about it,other
2699,will she go while you just miss her by the fingo she s gone out so little will i call her that dear okay great this,9,will she go while you just miss her by the fingo she s gone out so little will i call her that dear okay great this,other
2700,maybe it completely understood i can t hear you i keep putting in a nail who were your ghost,9,maybe it completely understood i can t hear you i keep putting in a nail who were your ghost,other
