,beam,class,cleaned_text,class_labels
329,yes i do i pay my bills i do well with,0,yes i do i pay my bills i do well with,X
330,oh i think i ve already done that i,0,oh i think i ve already done that i,X
332,it now are going to forget i heard so i do it,0,it now are going to forget i heard so i do it,X
337,it no i already have them thank you but i,0,it no i already have them thank you but i,X
342,too i have things on you already widow,0,too i have things on you already widow,X
356,it no matter i get also i completely understand that,0,it no matter i get also i completely understand that,X
370,it no i ve already got that taken care of i,0,it no i ve already got that taken care of i,X
373,it no i have insurance thank you,0,it no i have insurance thank you,X
375,ye ain t like no more about it course we done got burl insurance with it can you hear me ye are did you hear me,0,ye ain t like no more about it course we done got burl insurance with it can you hear me ye are did you hear me,X
376,as i have first,0,as i have first,X
393,it no i have a good life insurance i completely,0,it no i have a good life insurance i completely,X
396,we re fully covered thank you,0,we re fully covered thank you,X
400,it ok,0,it ok,X
418,it i m sorry but i already had a flat on my foot i say i,0,it i m sorry but i already had a flat on my foot i say i,X
420,are you alive or recorded this,0,are you alive or recorded this,X
423,it not much at all cared for thank you have a good dis,0,it not much at all cared for thank you have a good dis,X
424,excuse me ma am i ve already made rain but thank you for calling,0,excuse me ma am i ve already made rain but thank you for calling,X
425,give me some information if you can huh,0,give me some information if you can huh,X
431,think i have all that you would have,0,think i have all that you would have,X
435,it sure to qualify you,0,it sure to qualify you,X
444,it i have to,0,it i have to,X
447,it no but we ve got a patient away though i completely understand that,0,it no but we ve got a patient away though i completely understand that,X
454,maria billions in methody,0,maria billions in methody,X
455,it i already have a pack,0,it i already have a pack,X
478,it no i already have ever think so thank ye for calling,0,it no i already have ever think so thank ye for calling,X
499,it i already have our plans in place i can,0,it i already have our plans in place i can,X
515,customers service,0,customers service,X
521,no no no no for sure but thank god,0,no no no no for sure but thank god,X
533,this wouldn t be interesting thank you,0,this wouldn t be interesting thank you,X
534,it now i ve got a lover made,0,it now i ve got a lover made,X
551,it no thank you for calling my bill is already paid for thank you i completely understand that,0,it no thank you for calling my bill is already paid for thank you i completely understand that,X
560,it i already have those arrangements made thank you good bye i completely understand that,0,it i already have those arrangements made thank you good bye i completely understand that,X
569,it are they real person i can talk to i,0,it are they real person i can talk to i,X
570,but they were not,0,but they were not,X
573,bar,0,bar,X
581,it sure why not,0,it sure why not,X
582,it no no i m all recovered i,0,it no no i m all recovered i,X
583,no not invited i gather already got,0,no not invited i gather already got,X
606,it no i got plenty he jerked i,0,it no i got plenty he jerked i,X
611,pretty,0,pretty,X
613,no ma am i m a veteran,0,no ma am i m a veteran,X
617,i would think so i ll have to,0,i would think so i ll have to,X
619,but could you send it to me,0,but could you send it to me,X
629,i m becomes,0,i m becomes,X
633,it no we ve got plenty of insurance thank you i,0,it no we ve got plenty of insurance thank you i,X
647,it we have already taken care of our arrangements i,0,it we have already taken care of our arrangements i,X
651,it no i am boot with the insurance i can,0,it no i am boot with the insurance i can,X
655,it no i tell you i m a millionaire what i know is that calling,0,it no i tell you i m a millionaire what i know is that calling,X
656,it you have had it,0,it you have had it,X
660,it no thank you it is i take care thank you i,0,it no thank you it is i take care thank you i,X
664,it i already have a plot i found everything thank you,0,it i already have a plot i found everything thank you,X
670,her no i have always taken care of that thank you very,0,her no i have always taken care of that thank you very,X
673,it no adela in that i,0,it no adela in that i,X
678,yet,0,yet,X
681,it no i got all the insurance i need thank you ok a bet i completely understand that but these fordable plant,0,it no i got all the insurance i need thank you ok a bet i completely understand that but these fordable plant,X
682,it we only get that taken care of well that s a good question let me bring on the line my product special are you put into the curls about it,0,it we only get that taken care of well that s a good question let me bring on the line my product special are you put into the curls about it,X
688,it no i have everything taken care of thank you and i,0,it no i have everything taken care of thank you and i,X
702,no ma am thank you i have plenty in see thank you very much thank you very much,0,no ma am thank you i have plenty in see thank you very much thank you very much,X
705,it yes please to qualify you for the plan,0,it yes please to qualify you for the plan,X
716,well what i have to do to sign up for her would you like to learn more about,0,well what i have to do to sign up for her would you like to learn more about,X
727,no,0,no,X
728,i can,0,i can,X
750,already have burial my burial is taken care of already,0,already have burial my burial is taken care of already,X
753,it not so now i,0,it not so now i,X
755,it now i m standing for her so i held my insurance and i don t need to talk to nobody bout no insurance to send for i get what i want and i m satisfied with what i i completely understand that but these new fordable plans have just been approved in your state and everyone qualified to our product specialists can give you more information right now now like the price for it and go on with it otherwise no obligation on your part will say i am fifty four years old i have the sun that i need say five word i have i don t need to talk to nobody about knowing you and i get it that woman in that is,0,it now i m standing for her so i held my insurance and i don t need to talk to nobody bout no insurance to send for i get what i want and i m satisfied with what i i completely understand that but these new fordable plans have just been approved in your state and everyone qualified to our product specialists can give you more information right now now like the price for it and go on with it otherwise no obligation on your part will say i am fifty four years old i have the sun that i need say five word i have i don t need to talk to nobody about knowing you and i get it that woman in that is,X
759,it i already have my ventures thank you i completely understand that but the,0,it i already have my ventures thank you i completely understand that but the,X
779,it i know i m not interested i ve already got a final burial plan thank you very much i completely understand that but these new fordable plants have dressed and approve,0,it i know i m not interested i ve already got a final burial plan thank you very much i completely understand that but these new fordable plants have dressed and approve,X
790,yes i,0,yes i,X
792,yes i am but,0,yes i am but,X
799,margaret i m at it,0,margaret i m at it,X
815,it no i do not already have i completely understand that but these new fordable plans have just been been approved in your state and everyone qualified the about it,0,it no i do not already have i completely understand that but these new fordable plans have just been been approved in your state and everyone qualified the about it,X
826,no i really have that i,0,no i really have that i,X
828,where everything he do i understand and it s great that you are thinking ahead but as you know the cost of funeral has increased over the years that s okay that s ok that s a paper are you capable enough to make your own financial decision yes yes yes we,0,where everything he do i understand and it s great that you are thinking ahead but as you know the cost of funeral has increased over the years that s okay that s ok that s a paper are you capable enough to make your own financial decision yes yes yes we,X
841,it no it is all taken take care of already but thank you for calling me by the bye i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified,0,it no it is all taken take care of already but thank you for calling me by the bye i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified,X
844,it now really already got to taking care of so i don t need the programme thanks for calling you haven t completely understood you have a good day,0,it now really already got to taking care of so i don t need the programme thanks for calling you haven t completely understood you have a good day,X
846,more about it no ma am i ve got enough cause if i m dead i ain t going to carry anyway but i d do damage i got everything covered me now enough,0,more about it no ma am i ve got enough cause if i m dead i ain t going to carry anyway but i d do damage i got everything covered me now enough,X
854,it no i already have mine paid off a complete,0,it no i already have mine paid off a complete,X
860,it i only got my pastor at you,0,it i only got my pastor at you,X
875,it yes yes yes,0,it yes yes yes,X
877,regard that man created be cleanly it is a page for but thankye for calling you have a blessed day,0,regard that man created be cleanly it is a page for but thankye for calling you have a blessed day,X
884,it no i have i have final expenses thank you i ve taken care of it i,0,it no i have i have final expenses thank you i ve taken care of it i,X
886,i m going to find em eat my dinner and i already have entrance making up my safe this call is about a new state regulated final expense insurance plan with,0,i m going to find em eat my dinner and i already have entrance making up my safe this call is about a new state regulated final expense insurance plan with,X
902,more about it but i would like tookow about it i completely does you in,0,more about it but i would like tookow about it i completely does you in,X
919,i already have the insurance not thank you i completely understand that but these newly fordable plans have just been approved,0,i already have the insurance not thank you i completely understand that but these newly fordable plans have just been approved,X
922,it i don t think so i ve already got it planned i,0,it i don t think so i ve already got it planned i,X
925,you very much the cat,0,you very much the cat,X
928,it i have no idea but i got mine all taken care of thank you i completely,0,it i have no idea but i got mine all taken care of thank you i completely,X
939,it dear me i hear it,0,it dear me i hear it,X
943,i am that s,0,i am that s,X
949,i ve already got life insurance of habits and so is eighteen years old i got eighty five thousand dollar pilots to me i don t worry about being buried i get get buried at the military veteran sinner thank you but no thank you i,0,i ve already got life insurance of habits and so is eighteen years old i got eighty five thousand dollar pilots to me i don t worry about being buried i get get buried at the military veteran sinner thank you but no thank you i,X
959,in the but but thank you for calling,0,in the but but thank you for calling,X
970,now i completely understand that but these new fordable plans have just been approved on oath no,0,now i completely understand that but these new fordable plans have just been approved on oath no,X
980,i think so although my wife can do better i think,0,i think so although my wife can do better i think,X
1004,it sure tom gray,0,it sure tom gray,X
1013,it no no thank you i am covered i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you one can you hear it,0,it no no thank you i am covered i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you one can you hear it,X
1015,it now as to qualify you for that are you between forty permit say that again good truth do you hit me so far,0,it now as to qualify you for that are you between forty permit say that again good truth do you hit me so far,X
1017,no ma am thank you i completely understand that but the,0,no ma am thank you i completely understand that but the,X
1021,it goat,0,it goat,X
1024,it i got to alice i,0,it i got to alice i,X
1038,yes i make em give,0,yes i make em give,X
1042,it no ma am i m already has got something on and think you appreciate a hill but i don t need it i completely understand that but the,0,it no ma am i m already has got something on and think you appreciate a hill but i don t need it i completely understand that but the,X
1046,it however i ve already covered i m already covered i,0,it however i ve already covered i m already covered i,X
1051,it no i got a show i completely understand that but,0,it no i got a show i completely understand that but,X
1054,the cool or hot i m not sure rush this car is a state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed god at all no income or social security would you like to learn more i got that all squared away i ve all got that squared away so i don t have to,0,the cool or hot i m not sure rush this car is a state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed god at all no income or social security would you like to learn more i got that all squared away i ve all got that squared away so i don t have to,X
1056,it no i have it i,0,it no i have it i,X
1067,it absence,0,it absence,X
1070,it yes just take my card,0,it yes just take my card,X
1089,it no thank you i have my funeral,0,it no thank you i have my funeral,X
1092,it no we had that all taken care of thank you i,0,it no we had that all taken care of thank you i,X
1093,it no thank you i m covered in that area,0,it no thank you i m covered in that area,X
1096,corn no thank you i completely understand that but these new fordable plans have just been approved in your state and,0,corn no thank you i completely understand that but these new fordable plans have just been approved in your state and,X
1097,more about it,0,more about it,X
1108,it may already have that influence i,0,it may already have that influence i,X
1112,i got,0,i got,X
1127,it i have all that paid for like you,0,it i have all that paid for like you,X
1142,it no thank you i already have that taken care of good bye i completely understand that,0,it no thank you i already have that taken care of good bye i completely understand that,X
1143,it i have in short thank you,0,it i have in short thank you,X
1147,it no no i ve got all i want i,0,it no no i ve got all i want i,X
1149,it no honey because i ve already got all that take care of i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialist can give you more information no i m not interested thank you for calling,0,it no honey because i ve already got all that take care of i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialist can give you more information no i m not interested thank you for calling,X
1166,now because i already have that arranged thank you to qualify,0,now because i already have that arranged thank you to qualify,X
1187,it damn it all already to fear,0,it damn it all already to fear,X
1190,sure are you,0,sure are you,X
1194,have the burial insurance,0,have the burial insurance,X
1197,income or social security would you like to learn more about it no i have all the insurance i need thank you good bye,0,income or social security would you like to learn more about it no i have all the insurance i need thank you good bye,X
1203,yes i would i,0,yes i would i,X
1210,it there,0,it there,X
1212,logan yes,0,logan yes,X
1215,it no i already have everything for whenever my day come as i have any spot and everything paid for,0,it no i already have everything for whenever my day come as i have any spot and everything paid for,X
1220,already fixed i don t name you,0,already fixed i don t name you,X
1225,no i haven t seen i had so completely understand that ok,0,no i haven t seen i had so completely understand that ok,X
1244,it ida,0,it ida,X
1250,it though i have my influence already i can take up the word in a mule there thank you,0,it though i have my influence already i can take up the word in a mule there thank you,X
1266,would you like to learn more about it juno,0,would you like to learn more about it juno,X
1279,it no i got that already thank you i completely understand that,0,it no i got that already thank you i completely understand that,X
1281,it we have to,0,it we have to,X
1305,it i don t mind taking care of,0,it i don t mind taking care of,X
1322,it no ma am i have i have a bare policy i ll lay your hand thank you,0,it no ma am i have i have a bare policy i ll lay your hand thank you,X
1324,it can you hear me yes,0,it can you hear me yes,X
1330,i ve already got that taken care of,0,i ve already got that taken care of,X
1336,american senior cicero here,0,american senior cicero here,X
1338,it ah yes,0,it ah yes,X
1343,you,0,you,X
1352,no ma am cause already have thank you i,0,no ma am cause already have thank you i,X
1356,it i have a plan i got to do plans already young taken care of,0,it i have a plan i got to do plans already young taken care of,X
1376,it i feel has already been paid for thank you ma am completely,0,it i feel has already been paid for thank you ma am completely,X
1378,it no i think i ve pretty well got that all taken care of thank you love a complete to qualify you,0,it no i think i ve pretty well got that all taken care of thank you love a complete to qualify you,X
1380,it yes let me talk,0,it yes let me talk,X
1384,it no aid heaven sir like a enough and i m good i,0,it no aid heaven sir like a enough and i m good i,X
1390,it no i ll give it i completely understand that but these new fordable plans have just been approved in your state,0,it no i ll give it i completely understand that but these new fordable plans have just been approved in your state,X
1396,it ave a go,0,it ave a go,X
1400,it is you who do you want to talk to you you didn t answer me who do you want to talk to,0,it is you who do you want to talk to you you didn t answer me who do you want to talk to,X
1404,it or have it mary,0,it or have it mary,X
1405,it jo,0,it jo,X
1406,yes this call,0,yes this call,X
1418,even with than you,0,even with than you,X
1431,it yet can you send it to me,0,it yet can you send it to me,X
1436,yes sir,0,yes sir,X
1437,it no i already have two funeral things completely understood,0,it no i already have two funeral things completely understood,X
1444,dora this called out a new state regulated final expense insurance plan which covers a hundred percent of our burial funeral or cremation expenses it is specifically designed for the for the people on a fixed income or social security would you like to learn more about,0,dora this called out a new state regulated final expense insurance plan which covers a hundred percent of our burial funeral or cremation expenses it is specifically designed for the for the people on a fixed income or social security would you like to learn more about,X
1445,it,0,it,X
1446,it in,0,it in,X
1454,it boy can you marry yes but will you call me in sin,0,it boy can you marry yes but will you call me in sin,X
1477,yes i m old enough i think and maybe a year say that again please i said i may be a sin by night i think i am,0,yes i m old enough i think and maybe a year say that again please i said i may be a sin by night i think i am,X
1483,it i already have my funeral fails i,0,it i already have my funeral fails i,X
1493,it i already have my burial plan honey and i plan to use it real soon i,0,it i already have my burial plan honey and i plan to use it real soon i,X
1495,it i,0,it i,X
1499,it o i,0,it o i,X
1500,you may all right later,0,you may all right later,X
1510,it i ve got all my stuff paid for done and i ve just late known to that,0,it i ve got all my stuff paid for done and i ve just late known to that,X
1512,i like that,0,i like that,X
1514,the passage,0,the passage,X
1524,it i ve already got a pre burial place i,0,it i ve already got a pre burial place i,X
1527,it asked erwin,0,it asked erwin,X
1528,not again please i say yes it here she said thank you,0,not again please i say yes it here she said thank you,X
1534,it i think you were to have one,0,it i think you were to have one,X
1535,it no not that insurance falls when you re going to take your rule i thank you complete,0,it no not that insurance falls when you re going to take your rule i thank you complete,X
1558,it oh yes but i take it off tell me about it,0,it oh yes but i take it off tell me about it,X
1570,i think so say that again please i said i,0,i think so say that again please i said i,X
1571,it well but not well based as he called you know already have taken care yes will you,0,it well but not well based as he called you know already have taken care yes will you,X
1592,more about it yes they infer some,0,more about it yes they infer some,X
1602,it yes ma am i need that horse send it to me,0,it yes ma am i need that horse send it to me,X
1605,yes i am but i have talked to many people already about it i guess it s the same instant so go on anything to say to you about say that again please and,0,yes i am but i have talked to many people already about it i guess it s the same instant so go on anything to say to you about say that again please and,X
1607,it again,0,it again,X
1608,it oh i guess i got about a young hand nick in short,0,it oh i guess i got about a young hand nick in short,X
1612,it no i wouldn t i have all these i need i,0,it no i wouldn t i have all these i need i,X
1627,it yes i be,0,it yes i be,X
1629,more about it go to it,0,more about it go to it,X
1637,it i ll agree insurance with colonial,0,it i ll agree insurance with colonial,X
1647,it absolutely yes,0,it absolutely yes,X
1653,i already had that county in her master i,0,i already had that county in her master i,X
1663,this,0,this,X
1664,it mine s all taken care of everything done thank you,0,it mine s all taken care of everything done thank you,X
1666,what,0,what,X
1669,it no ma am we ve already got some thank you have a good day i completely,0,it no ma am we ve already got some thank you have a good day i completely,X
1692,now already half the burial incurs been had for for about twenty years so i automatically know all about that i completely understand that but these new fordable plans have just been approved and never before you before you try to me this ben i ve had this insurance for the last twenty years and i said it was set up by my my grandmother ok i don t need any well i will fix with that so thank you so much,0,now already half the burial incurs been had for for about twenty years so i automatically know all about that i completely understand that but these new fordable plans have just been approved and never before you before you try to me this ben i ve had this insurance for the last twenty years and i said it was set up by my my grandmother ok i don t need any well i will fix with that so thank you so much,X
1695,i am upset because you are of too soon the people order your room all have,0,i am upset because you are of too soon the people order your room all have,X
1702,for,0,for,X
1709,it a hero but i completely understand that these new fordable plans had after it not,0,it a hero but i completely understand that these new fordable plans had after it not,X
1711,it but,0,it but,X
1721,it make on that i am come covered so thanks anyway to qualify you,0,it make on that i am come covered so thanks anyway to qualify you,X
1723,it i know it already i,0,it i know it already i,X
1742,it i have i have life insurance to cover my funeral cost i,0,it i have i have life insurance to cover my funeral cost i,X
1761,have it i have it already my guy s body for me then even the blood in these carry tom prepared all ready i think you are between the age of forty and eighty yes then in seventy four thank you very that again please,0,have it i have it already my guy s body for me then even the blood in these carry tom prepared all ready i think you are between the age of forty and eighty yes then in seventy four thank you very that again please,X
1781,sure no you,0,sure no you,X
1782,it i had all that covered pay for thank you for your,0,it i had all that covered pay for thank you for your,X
1783,it no mine is already paid for the two thousand i,0,it no mine is already paid for the two thousand i,X
1784,it hello,0,it hello,X
1789,it well i would be interested but i ve already got it taken care of i completely understand that but these new fordable plans have just proved in your state and everyone qualified to our,0,it well i would be interested but i ve already got it taken care of i completely understand that but these new fordable plans have just proved in your state and everyone qualified to our,X
1798,it no i read again bare i completely understand that but these new,0,it no i read again bare i completely understand that but these new,X
1799,it i have my already planned and got it paid for another time but thank you anyway,0,it i have my already planned and got it paid for another time but thank you anyway,X
1809,it no ma am thank you but i have i have my stuff already set up thank you i completely understand that but the,0,it no ma am thank you but i have i have my stuff already set up thank you i completely understand that but the,X
1837,why not i,0,why not i,X
1839,it no i have a lot now i,0,it no i have a lot now i,X
1876,good this,0,good this,X
1883,it see this is i have everything yet you see i ve made all ready for a funeral and all everything yet to see but i thank you,0,it see this is i have everything yet you see i ve made all ready for a funeral and all everything yet to see but i thank you,X
1885,i m not,0,i m not,X
1889,it no i completely understand that,0,it no i completely understand that,X
1899,it now because i ve got that all paid for i completely understand that but the,0,it now because i ve got that all paid for i completely understand that but the,X
1901,i have all that covered but thank you for calling,0,i have all that covered but thank you for calling,X
1914,security and i m a veteran i use the b all right,0,security and i m a veteran i use the b all right,X
1916,it you know ma am i ain t here thanks to collar,0,it you know ma am i ain t here thanks to collar,X
1922,no i ve already think sure safe thank you i completely understand that you had a good day,0,no i ve already think sure safe thank you i completely understand that you had a good day,X
1931,it well i ve already got to eleven thousand dollars in jerks and my head s song and everything s already paid for and now,0,it well i ve already got to eleven thousand dollars in jerks and my head s song and everything s already paid for and now,X
1937,or would you like to learn more about yes madonna office wanted too at something to eat and peggy being mad for trusting,0,or would you like to learn more about yes madonna office wanted too at something to eat and peggy being mad for trusting,X
1939,it now i got a short already thank you,0,it now i got a short already thank you,X
1940,it no i have that pretty well covered thank you,0,it no i have that pretty well covered thank you,X
1941,the one,0,the one,X
1946,it no i have it under control thank you i completely understand that but they afford us,0,it no i have it under control thank you i completely understand that but they afford us,X
1950,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cream oil without it is would you like to learn more about it yes,0,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cream oil without it is would you like to learn more about it yes,X
1972,it rita,0,it rita,X
1981,it most of it,0,it most of it,X
1993,it now i have shown that it do i,0,it now i have shown that it do i,X
2000,this some already thank you,0,this some already thank you,X
2001,it now i m taking care of thank you very much i completely understand that but the,0,it now i m taking care of thank you very much i completely understand that but the,X
2010,it no i don t want to learn implied come sheriff i will thank you for hare and please,0,it no i don t want to learn implied come sheriff i will thank you for hare and please,X
2014,more about it what s age limit what s age would you like to learn more about it,0,more about it what s age limit what s age would you like to learn more about it,X
2017,i guess i am say that again please,0,i guess i am say that again please,X
2018,the maggot again so i guess so would you like to learn more about it man,0,the maggot again so i guess so would you like to learn more about it man,X
2019,young,0,young,X
2022,it no,0,it no,X
2025,it the law,0,it the law,X
2028,it no ma am i have for her only the more,0,it no ma am i have for her only the more,X
2056,it no ma am i m already fixed for that i completely understand that but the,0,it no ma am i m already fixed for that i completely understand that but the,X
2085,it no i do not have the insurance for my barrel okay i,0,it no i do not have the insurance for my barrel okay i,X
2086,it no not if i really have insurance how much insurance can i give no mary that we,0,it no not if i really have insurance how much insurance can i give no mary that we,X
2088,it i have i have that already thank you good by i completely understand that but these new,0,it i have i have that already thank you good by i completely understand that but these new,X
2092,it no not right now i ve got plenty to do i completely understand that but these new fordable plans have just been approved in your state and,0,it no not right now i ve got plenty to do i completely understand that but these new fordable plans have just been approved in your state and,X
2099,it look at missus only no,0,it look at missus only no,X
2103,it for a preacher,0,it for a preacher,X
2113,go to that already i don t know why i keep callin and would you like to learn more about it now i don t want toknow no bad cause i read it again,0,go to that already i don t know why i keep callin and would you like to learn more about it now i don t want toknow no bad cause i read it again,X
2114,it beth,0,it beth,X
2120,it i already have arrangements for me you know funeral ma am i m sorry i completely understand that but these new fordable plans have been,0,it i already have arrangements for me you know funeral ma am i m sorry i completely understand that but these new fordable plans have been,X
2128,it no i have already taken care of that i,0,it no i have already taken care of that i,X
2132,it sure,0,it sure,X
2134,it here let me see what you follow barbara,0,it here let me see what you follow barbara,X
2145,it well i ve already paid for the car i completely understand that i have paid for everything except the burial spot,0,it well i ve already paid for the car i completely understand that i have paid for everything except the burial spot,X
2150,it i did fight with something the same thing to marion i completely understand that but,0,it i did fight with something the same thing to marion i completely understand that but,X
2155,no thanks that it covers thanks to complete it,0,no thanks that it covers thanks to complete it,X
2157,i have interest thank you i completely understand that but these new fordable plans have just,0,i have interest thank you i completely understand that but these new fordable plans have just,X
2158,it let me greet,0,it let me greet,X
2160,cure and pay for,0,cure and pay for,X
2170,i m doin well amy but i i ve had several calls from the agency to work with and i m eighty years old and i already have life insurance so maybe you d be better better off to spend your time with some one younger and i thank you for calling,0,i m doin well amy but i i ve had several calls from the agency to work with and i m eighty years old and i already have life insurance so maybe you d be better better off to spend your time with some one younger and i thank you for calling,X
2174,oh no no no the v a i m hooked up with the v a i don t need any more insurance or anything no i m too good but,0,oh no no no the v a i m hooked up with the v a i don t need any more insurance or anything no i m too good but,X
2187,fixed up,0,fixed up,X
2189,it hardy made half the arrangements already thank you i completely understand that but these new and fordable plants,0,it hardy made half the arrangements already thank you i completely understand that but these new and fordable plants,X
2196,it no already got five expenses on a thank you,0,it no already got five expenses on a thank you,X
2220,it here complete,0,it here complete,X
2223,more about it yes,0,more about it yes,X
2235,it here thank you ma am i completely understand that,0,it here thank you ma am i completely understand that,X
2236,it no thank you i ve already taken care of that thank you,0,it no thank you i ve already taken care of that thank you,X
2237,about it no i have all i can do thank you,0,about it no i have all i can do thank you,X
2249,it now because we already have our plans made thank you thank you anyhow i completely understand that for these new,0,it now because we already have our plans made thank you thank you anyhow i completely understand that for these new,X
2252,it oh no i have enough our insurance thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified though our product specialists can,0,it oh no i have enough our insurance thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified though our product specialists can,X
2262,it no i ve got my own in charge thank you,0,it no i ve got my own in charge thank you,X
2283,america no cook martha now paid for i completely understand that but these new fordable plans have just been afraid in your state to mister bishop,0,america no cook martha now paid for i completely understand that but these new fordable plans have just been afraid in your state to mister bishop,X
2295,it can you hear me yes i can,0,it can you hear me yes i can,X
2334,it no more more grateful,0,it no more more grateful,X
2375,it ah ye,0,it ah ye,X
2376,it yes i like her,0,it yes i like her,X
